genome_name,Completeness,completeness_score,Contamination,contamination_score,assembly_quality,N50_contigs,Longest_contig_bp,Winner_Completeness,winner_completeness_score,Winner_Contamination,winner_contamination_score,winner_assembly_quality,classification,Domain,Phylum,Class,Order,Family,Genus,Species,source,dRep,analysis_project_type,completeness_software,completeness_software_version,assembly_tool,assembly_tool_version,annotation_tool,annotation_tool_version,binning_software,binning_software_version
18O_day370_MH_18O_day370_MH_bin.107_renamed,79.27,Medium,61.4,Low,Low,17603,104213,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.116_renamed,68.97,Medium,5.17,Medium,Medium,11038,38631,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__CAIVVT01;s__,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,CAIVVT01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.119_renamed,49.03,Low,31.11,Low,Low,8417,37102,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.120_renamed,79.25,Medium,3.45,High,Medium,12942,52509,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.121_renamed,75.68,Medium,4.16,High,Medium,7498,41470,74.24,Medium,2.56,High,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.122_renamed,45.01,Low,7.47,Medium,Low,10522,28841,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.123_renamed,85.22,Medium,1.93,High,Medium,17163,55883,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,FEN-979,FEN-979,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.126_renamed,80.72,Medium,40.88,Low,Low,3794,19422,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__JACMJL01;s__,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,JACMJL01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.129_renamed,58.1,Medium,1.72,High,Medium,13923,68273,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__DSM-13327;f__DSM-13327;g__CTSoil-075;s__,Bacteria,Bacillota_C,Negativicutes,DSM-13327,DSM-13327,CTSoil-075,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.130_renamed,63.29,Medium,0.52,High,Medium,5109,17026,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionicimonas;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionicimonas,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.131_renamed,56.3,Medium,21.93,Low,Low,9251,36723,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.133_renamed,91.93,High,63.09,Low,Low,6426,31996,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.137_renamed,90.41,High,0,High,High,17073,45467,84.03,Medium,0.41,High,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA1794,UBA1794 sp002315435,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.139_renamed,82.24,Medium,14.34,Low,Low,4903,17271,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__JAUPKQ01;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Kineosporiaceae,JAUPKQ01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.142_renamed,47.06,Low,0,High,Low,6200,21776,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA9973;s__,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,UBA9973,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.145_renamed,75.84,Medium,7.34,Medium,Medium,11203,37401,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.146_renamed,84.48,Medium,39.66,Low,Low,12856,67744,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Fen-1467,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.147_renamed,74.02,Medium,23.54,Low,Low,5091,18589,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.149_renamed,58.79,Medium,8.62,Medium,Medium,5276,25040,67.76,Medium,15.09,Low,Low,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.155_renamed,67.24,Medium,0,High,Medium,31004,104431,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.158_renamed,68.97,Medium,53.45,Low,Low,7863,47469,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__DSM-13327;f__DSM-13327;g__CTSoil-075;s__,Bacteria,Bacillota_C,Negativicutes,DSM-13327,DSM-13327,CTSoil-075,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.161_renamed,56.9,Medium,22.41,Low,Low,11429,50019,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.166_renamed,55.52,Medium,3.45,High,Medium,12494,78276,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.168_renamed,83.89,Medium,60.72,Low,Low,5731,74531,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.169_renamed,69.43,Medium,3.45,High,Medium,5943,17261,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__CAIQPS01;s__,Bacteria,Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,CAIQPS01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.173_renamed,41.3,Low,1.72,High,Low,8982,47226,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,UBA877,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.175_renamed,64.25,Medium,0,High,Medium,138281,184153,98.48,High,0.32,High,High,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.176_renamed,53.67,Medium,16.67,Low,Low,11821,43902,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.179_renamed,85.31,Medium,2.7,High,Medium,13520,79283,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__UBA11358;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,UBA11358,UBA11358,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.180_renamed,81.97,Medium,10.65,Low,Low,10190,32159,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.183_renamed,87.21,Medium,78.16,Low,Low,4813,26648,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Palsa-739,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.187_renamed,86.32,Medium,1.6,High,Medium,19238,79709,NA,NA,NA,NA,NA,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Fen-1364;g__Fen-1364;s__,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,Fen-1364,Fen-1364,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.18_renamed,50.27,Medium,0,High,Medium,12006,30604,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__CPR2;o__UBA1875;f__;g__;s__,Bacteria,Patescibacteria,CPR2,UBA1875,,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.190_renamed,89.1,Medium,83.84,Low,Low,10378,82825,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.191_renamed,46.97,Low,3.64,High,Low,56956,119642,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6107;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.192_renamed,91.72,High,20.42,Low,Low,16452,55944,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__UMGS1260;f__UMGS1260;g__Pelorhabdus;s__,Bacteria,Bacillota_C,Negativicutes,UMGS1260,UMGS1260,Pelorhabdus,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.193_renamed,76.23,Medium,10.92,Low,Low,5809,19666,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__PALSA-607;s__,Bacteria,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,PALSA-607,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.1_renamed,55.51,Medium,10.98,Low,Low,3875,11616,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,CAIXSE01,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.20_renamed,42.98,Low,3.51,High,Low,5534,20108,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.21_renamed,95.92,High,54.12,Low,Low,7356,36808,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-513;s__,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-513,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.30_renamed,70.91,Medium,4.55,High,Medium,9524,31983,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.33_renamed,60.6,Medium,0,High,Medium,14964,53957,96.39,High,0.17,High,High,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA8515;s__,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,UBA8515,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.37_renamed,92.88,High,13.01,Low,Low,20403,114601,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1118,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.44_renamed,89.39,Medium,2.99,High,Medium,25669,96871,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.45_renamed,66.95,Medium,7.03,Medium,Medium,5390,29890,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__FEN-672;s__FEN-672 sp003158705,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,FEN-672,FEN-672 sp003158705,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.47_renamed,72.49,Medium,27.59,Low,Low,5003,29472,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.48_renamed,77.15,Medium,0,High,Medium,8205,21875,86.5,Medium,0.44,High,Medium,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__,Bacteria,Bacillota_I,Bacilli_A,RF39,UBA660,,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.49_renamed,73.91,Medium,0.97,High,Medium,5847,23684,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.51_renamed,67.32,Medium,7.76,Medium,Medium,8252,32165,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.52_renamed,69.83,Medium,3.45,High,Medium,16641,69387,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA1792;s__,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA1792,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.55_renamed,51.02,Medium,0,High,Medium,11952,45912,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA1792;s__UBA1792 sp002315155,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA1792,UBA1792 sp002315155,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.56_renamed,85.39,Medium,1.07,High,Medium,18356,80593,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1402,UBA8389,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.57_renamed,61.21,Medium,5.17,Medium,Medium,5740,22556,55.22,Medium,2.55,High,Medium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,,ncbi_data_coassembly_of_replicates,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
18O_day370_MH_18O_day370_MH_bin.58_renamed,83.48,Medium,27.22,Low,Low,8004,43866,NA,NA,NA,NA,NA,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,,,ncbi_data_coassembly_of_replicates,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
